"Common IMEI/MEID","Common Serial Number","Common Model Name","Common Market Name","Common SKU","Common Supported Services","Common Latest OS Version","Common Installed SPL","Common Enrollment Profile","Common License Name/Type","Common Tags","Common Buyer Code","Common Wifi Mac Address","Common Upload Source","Common Last Uploaded By","Common Last Seen","Common Last Modified Date","KME Device Status","KME EMM Auto Enrollment","KME Order Number","KME Submitted","KME OS Version","KME Tags","KME Lock Status","KME Last Seen","KME Last Modified","KFM Firmware","KFM Security Patch","KFM Operation Status","KFM Client Status","KFM Error Code","KFM Auto Enrollment","KFM Campaign","KFM Gradual Campaign Rollout Start","KFM Update Status","KFM EMM Group","KFM Emm Status","KFM Sales Code","KFM CSC","KFM Order Number","KFM OS Version","KFM Tags","KFM Last Seen","KFM Last Modified","KAI Device Status","KAI Device Group","KAI Auto Enrollment","KAI Permissions","KAI Battery Health","KAI Battery Status","KAI Device Health","KAI Firmware Version","KAI OS Version","KAI Tags","KAI Last Seen","KAI Last Modified","KC Profile","KC Service End Date","KC Device Status","KC Knox Version","KC Custom ID","KC OS Version","KC Tags","KC Last Seen","KC Last Modified"
"350842061129319","R92X40KXZ1X","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:B0:56","Reseller","Verizon Wireless","2024 Aug 22","2024 Aug 22","Enrolled (restricted)","On","P003101_2113056_62","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 22","2024 Aug 22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"359548575939249","R95Y6099PXR","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan|KnoxSuiteTrial1758123134707364141924;Knox Suite Enterprise Plan","","","68:DF:E4:9F:FB:7A","Reseller","T-Mobile","2025 Sep 17","2026 Jul 01","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Sep 17","2026 Jul 01","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"350842061123270","R92X40KRB5T","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:3E","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_58","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061115276","R92X40KQKXB","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:28:FE","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_30","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061196680","R92X51A9GTH","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:42:9B:4C","Reseller","Verizon Wireless","2024 Jul 25","2024 Jul 25","Enrolled (restricted)","On","VZW_P003101_2120970_2","2024 Jun 08","14","Drivers","UNLOCKED","2024 Jul 25","2024 Jul 25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 08"
"350842061118478","R92X40KQWLE","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2B:7E","Reseller","Verizon Wireless","2024 Aug 29","2024 Aug 29","Enrolled (restricted)","On","P003101_2113036_14","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 29","2024 Aug 29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061123155","R92X40KRASP","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:26","Reseller","Verizon Wireless","2024 Aug 20","2024 Aug 20","Enrolled (restricted)","On","P003101_2113056_166","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 20","2024 Aug 20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061122678","R92X40KR9BZ","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2E:C6","Reseller","Verizon Wireless","2024 Jun 26","2024 Jun 26","Enrolled (restricted)","On","P003101_2113056_46","2024 Jun 07","14","Drivers","UNLOCKED","2024 Jun 26","2024 Jun 26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"356655901560186","R9ZL304Y7LR","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-02-05","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:80:1A","Reseller","Verizon Wireless","2026 Jul 02","2026 Aug 29","Enrolled (restricted)","On","VZW_1806301_4387028_9","2026 May 30","16","","UNLOCKED","2026 Jul 02","2026 Aug 29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"350842061120177","R92X40KR1RZ","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2C:D2","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_6","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061137155","R92X40KYNSK","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:B6:76","Reseller","Verizon Wireless","2024 Jun 27","2024 Jun 27","Enrolled (restricted)","On","P003101_2113056_14","2024 Jun 07","14","Drivers","UNLOCKED","2024 Jun 27","2024 Jun 27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061125721","R92X40KRJKZ","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:31:28","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_186","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061118924","R92X40KQXZV","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2B:D8","Reseller","Verizon Wireless","2024 Aug 23","2024 Aug 23","Enrolled (restricted)","On","P003101_2113036_70","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 23","2024 Aug 23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061120912","R92X40KR40Y","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2D:66","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_54","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"356655901558925","R9ZL304Y3SH","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:7F:1E","Reseller","Verizon Wireless","2026 Jul 03","2026 Sep 04","Enrolled (restricted)","On","VZW_1806301_4387029_1","2026 May 30","16","","UNLOCKED","2026 Jul 03","2026 Sep 04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"350842061122470","R92X40KR8QD","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2E:9E","Reseller","Verizon Wireless","2025 Apr 29","2025 Apr 29","Enrolled (restricted)","On","P003101_2113036_142","2024 Jun 07","14","Drivers","UNLOCKED","2025 Apr 29","2025 Apr 29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"356655901559014","R9ZL304Y42K","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-02-05","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:7F:30","Reseller","Verizon Wireless","2026 Jun 08","2026 Jun 08","Enrolled (restricted)","On","VZW_1806301_4387028_2","2026 May 30","16","","UNLOCKED","2026 Jun 08","2026 Jun 08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"350842061124856","R92X40KRFYH","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:30:7A","Reseller","Verizon Wireless","2024 Aug 22","2024 Aug 22","Enrolled (restricted)","On","P003101_2113036_150","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 22","2024 Aug 22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"359548575698480","R95Y608GDDZ","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-02-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:8C:83:EA","Reseller","T-Mobile","2025 Oct 29","2026 Mar 31","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Oct 29","2026 Mar 31","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"356655901559147","R9ZL304Y4FX","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:7F:4A","Reseller","Verizon Wireless","2026 Jun 16","2026 Jun 16","Enrolled (restricted)","On","VZW_1806301_4387028_18","2026 May 30","16","","UNLOCKED","2026 Jun 16","2026 Jun 16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"350842061123254","R92X40KRB3N","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:3A","Reseller","Verizon Wireless","2024 Aug 23","2024 Aug 23","Enrolled (restricted)","On","P003101_2113036_42","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 23","2024 Aug 23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"359548575723338","R95Y608JNPF","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan|KnoxSuiteTrial1758123134707364141924;Knox Suite Enterprise Plan","","","68:DF:E4:8C:97:54","Reseller","T-Mobile","2025 Sep 17","2026 Jul 01","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Sep 17","2026 Jul 01","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"350842061113933","R92X40KQFVH","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:27:F2","Reseller","Verizon Wireless","2024 Jun 26","2024 Jun 26","Enrolled (restricted)","On","P003101_2113056_178","2024 Jun 07","14","Drivers","UNLOCKED","2024 Jun 26","2024 Jun 26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061121944","R92X40KR74V","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2E:34","Reseller","Verizon Wireless","2024 Nov 17","2024 Nov 17","Enrolled (restricted)","On","P003101_2113056_82","2024 Jun 07","14","Drivers","UNLOCKED","2024 Nov 17","2024 Nov 17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061123890","R92X40KRD1D","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:BA","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113056_86","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"359548575723312","R95Y608JNMM","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:8C:97:50","Reseller","T-Mobile","2025 Sep 23","2026 Aug 06","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Sep 23","2026 Aug 06","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"350842061125465","R92X40KRHSM","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","2024-02-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","9C:39:28:3A:30:F4","Reseller","Verizon Wireless","2026 May 04","2026 May 04","Enrolled (restricted)","On","P003101_2113056_10","2024 Jun 07","14","Drivers","UNLOCKED","2026 May 04","2026 May 04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"356655901557893","R9ZL304Y0NX","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:7E:50","Reseller","Verizon Wireless","2026 Jul 02","2026 Aug 04","Enrolled (restricted)","On","VZW_1806301_4387028_7","2026 May 30","16","","UNLOCKED","2026 Jul 02","2026 Aug 04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"359548575723569","R95Y608JPDL","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:8C:97:82","Reseller","T-Mobile","2025 Oct 30","2026 Jun 28","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Oct 30","2026 Jun 28","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"356655901563610","R9ZL304YJ0X","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:82:C8","Reseller","Verizon Wireless","2026 Jun 09","2026 Jun 09","Enrolled (restricted)","On","VZW_1806301_4387028_13","2026 May 30","16","","UNLOCKED","2026 Jun 09","2026 Jun 09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"356655901561424","R9ZL304YBCH","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:81:12","Reseller","Verizon Wireless","2026 Jun 08","2026 Jun 08","Enrolled (restricted)","On","VZW_1806301_4387028_12","2026 May 30","16","","UNLOCKED","2026 Jun 08","2026 Jun 08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"350842061117744","R92X40KQTDA","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2A:EC","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113056_6","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"356655901563826","R9ZL304YJMP","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:82:F2","Reseller","Verizon Wireless","2026 Jun 16","2026 Jun 16","Enrolled (restricted)","On","VZW_1806301_4387028_17","2026 May 30","16","","UNLOCKED","2026 Jun 16","2026 Jun 16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"350842061122520","R92X40KR8WH","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2E:A8","Reseller","Verizon Wireless","2024 Jun 27","2024 Jun 27","Enrolled (restricted)","On","P003101_2113056_38","2024 Jun 07","14","Drivers","UNLOCKED","2024 Jun 27","2024 Jun 27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"356655901564006","R9ZL304YK6A","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:83:16","Reseller","Verizon Wireless","2026 Jun 05","2026 Jun 05","Enrolled (restricted)","On","VZW_1806301_4387028_6","2026 May 30","16","","UNLOCKED","2026 Jun 05","2026 Jun 05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"350842061124328","R92X40KREBY","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:30:10","Reseller","Verizon Wireless","2025 Nov 03","2025 Nov 03","Enrolled (restricted)","On","P003101_2113036_138","2024 Jun 07","14","Drivers","UNLOCKED","2025 Nov 03","2025 Nov 03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061137270","R92X40KYP5M","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:B6:8E","Reseller","Verizon Wireless","2024 Aug 01","2024 Aug 01","Enrolled (restricted)","On","P003101_2113056_58","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 01","2024 Aug 01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061125770","R92X40KRJQN","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","2024-02-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","9C:39:28:3A:31:32","Reseller","Verizon Wireless","2026 Mar 25","2026 Mar 25","Enrolled (restricted)","On","P003101_2113036_154","2024 Jun 07","14","Drivers","UNLOCKED","2026 Mar 25","2026 Mar 25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"359548575723759","R95Y608JPZL","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:8C:97:A8","Reseller","T-Mobile","2025 Sep 22","2026 Jul 03","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Sep 22","2026 Jul 03","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"350842061118593","R92X40KQWZH","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2B:96","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_22","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061126620","R92X40KXPWV","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","2024-02-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","9C:39:28:3A:AE:3C","Reseller","Verizon Wireless","2026 Mar 23","2026 Mar 23","Enrolled (restricted)","On","P003101_2113056_66","2024 Jun 07","14","Drivers","UNLOCKED","2026 Mar 23","2026 Mar 23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061136744","R92X40KYMJM","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:B6:24","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113056_26","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061122967","R92X40KRA7P","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:00","Reseller","Verizon Wireless","2024 Jun 27","2024 Jun 27","Enrolled (restricted)","On","P003101_2113056_182","2024 Jun 07","14","Drivers","UNLOCKED","2024 Jun 27","2024 Jun 27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061122462","R92X40KR8PK","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2E:9C","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113056_162","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061119195","R92X40KQYSE","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2C:0E","Reseller","Verizon Wireless","2024 Aug 29","2024 Aug 29","Enrolled (restricted)","On","P003101_2113036_34","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 29","2024 Aug 29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061118163","R92X40KQVNW","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2B:40","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_114","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
